0,48,0.8455661884185799,350.0,[  76.15939797    2.25230426 -143.43918365],[-0.87145443  0.48223    -0.08956226],[-0.1463746  -0.08141711  0.98587308],Y,1
0,8,0.6841637529389141,350.0,[ 105.25605679    1.45379939 -145.33850834],[-0.96074382  0.27612394 -0.02696064],[ 0.12648301  0.34943711 -0.92838341],Y,1
0,24,0.829559206385539,350.0,[ 102.92028289    0.32119974 -141.49815797],[-0.83816288  0.54401191 -0.03916675],[-0.00353715  0.06638714  0.99778767],Y,1
0,0,0.6658136201670958,350.0,[ 105.25605679    1.45379939 -145.33850834],[-0.94002173  0.32910339 -0.08972243],[ 0.13023795  0.10316243 -0.98610121],Y,1
0,16,0.8028949753601007,350.0,[ 103.07648131   -3.78126746 -139.86376068],[-0.8413424   0.53853757 -0.04604614],[0.01508919 0.10856049 0.99397532],Y,1
0,40,0.8374775382296893,350.0,[  78.6656255     2.19080885 -143.19251927],[-0.87339647  0.48007579 -0.08188925],[-0.13911719 -0.08479779  0.98663861],Y,1
0,32,0.8466344478274235,350.0,[  93.55293101    1.8679657  -143.30187312],[-0.86371085  0.4960386  -0.08915876],[-0.09440178  0.01454579  0.99542791],Y,1
0,72,0.8266638171432603,350.0,[  64.50182207    2.03844609 -142.54754841],[-0.94808136  0.31684726 -0.02737805],[-0.23864981 -0.65190253  0.71977035],Y,1
0,56,0.7895185179209311,350.0,[  74.10612409    3.50254263 -144.89460326],[-0.93708193  0.34875608 -0.01570511],[-0.12287612 -0.28738334  0.94990119],Y,1
0,88,0.8286274735893554,350.0,[  47.65720071   -1.49161243 -146.00891539],[-0.96204632  0.26896543 -0.04609204],[-0.22032268 -0.66591643  0.71275046],Y,1
0,80,0.827617055219143,350.0,[  55.2795583     0.86760569 -144.39794498],[-0.95374588  0.30024475 -0.01489598],[-0.21871445 -0.65905914  0.71958671],Y,1
0,104,0.7400988267534973,350.0,[  32.60845468  -13.11814921 -151.70859727],[-0.97105694 -0.02411609 -0.23762751],[ 0.22508101  0.24049497 -0.94419315],Y,1
0,96,0.8057465000398448,350.0,[  35.4798053   -11.65526821 -151.63343558],[-0.96008525  0.02360831 -0.27870944],[ 0.19519645  0.77023004 -0.60716063],Y,1
0,64,0.7951840191417279,350.0,[  71.72008573    3.38174588 -145.17032421],[-0.94225605  0.33404186 -0.02386568],[-0.12109692 -0.2734107   0.95424427],Y,1
0,112,0.6534622025916474,350.0,[  26.73756061   -2.36424404 -152.16320987],[-0.92116579  0.34893427 -0.17233242],[0.26434941 0.88600535 0.38093819],Y,1
0,128,0.5143848338929623,350.0,[  21.37425902   -4.99894747 -144.4047973 ],[-0.95744031  0.27240594  0.09540994],[-0.08552585 -0.58347018  0.80761864],Y,1
0,120,0.5833996024644821,350.0,[  21.56142078   -1.4154554  -152.24997135],[-0.91197145  0.35052307 -0.21317048],[0.26522199 0.90015794 0.34550394],Y,1
