0,8,0.6126466612748761,363.39611626684746,[ 107.52275517   -2.57300586 -141.42842831],[-0.854393    0.50925061 -0.10332673],[ 0.36961009  0.45582411 -0.80969918],Y
0,0,0.5800703923234638,381.12710225738766,[ 102.97818433   -0.92091313 -142.16058361],[-0.92147337  0.36194221 -0.141013  ],[ 0.27140668  0.3402078  -0.90033164],Y
