1,0,0.7673904443447174,350.0,[ 108.21975408   -1.14902856 -149.45409827],[-0.9072997   0.16986664 -0.38464605],[ 0.34017915 -0.24115895 -0.90891172],Y,7
0,0,0.6625811026285399,350.0,[ 104.52832342    2.40433374 -146.36329233],[-0.97654651  0.15443733 -0.1500201 ],[ 0.15224474  0.00261137 -0.98833938],Y,7
0,24,0.8097054837316827,350.0,[ 104.99009329    0.35964433 -141.3952229 ],[-0.86240572  0.49559139  0.10317725],[ 0.05291416 -0.11444973  0.99201883],Y,7
1,8,0.8634041003865549,350.0,[ 104.85433949    1.73865076 -144.74152127],[-0.97336252  0.21846595  0.06955594],[-0.05933982  0.05298913 -0.99683045],Y,7
0,16,0.7865042706471479,350.0,[ 103.8495294    -2.61992851 -139.98670727],[-0.86701846  0.48913099  0.09502565],[ 0.05208403 -0.10069936  0.99355266],Y,7
1,48,0.6748305677533563,350.0,[  91.81161918   -6.96997233 -137.61979891],[-0.97757559 -0.11978376  0.17319877],[-0.15649501  0.96356965 -0.21689363],Y,7
1,24,0.7696446980831979,350.0,[ 104.61430966   -5.26621234 -151.07869468],[-9.69262021e-01  1.99131384e-04 -2.46030680e-01],[-0.06367745 -0.96612855  0.25008159],Y,7
1,32,0.7233281362941344,350.0,[ 104.24351346   -5.05543983 -150.75372825],[-0.97015267 -0.00903627 -0.24232653],[-0.07493506 -0.93922454  0.33502536],Y,7
0,48,0.7979670261764745,350.0,[  80.77140901    1.24551457 -140.80852581],[-0.90675053  0.41935231  0.04412616],[-0.15111212 -0.42086239  0.89444954],Y,7
0,40,0.7949352664658715,350.0,[  83.27763654    1.18401916 -140.56186143],[-0.90780678  0.41592489  0.05378975],[-0.15029546 -0.44238063  0.88414402],Y,7
1,40,0.6350421343745845,350.0,[  96.4452609    -6.88809393 -138.03746787],[-0.97673446 -0.1132459   0.18211304],[-0.1434966   0.97620625 -0.16257331],Y,7
1,16,0.835104717954812,350.0,[ 104.61430966   -5.26621234 -151.07869468],[-0.97058771  0.04810783 -0.23589221],[-0.07439516 -0.99180854  0.10383248],Y,7
0,0,0.6543409953262133,350.0,[ 1.06543031e+02  1.00305977e-01 -1.42118356e+02],[-0.87061517  0.47960323 -0.10959003],[ 0.3096034   0.36101207 -0.87966813],Y,7
1,0,0.7415010689610427,350.0,[ 104.61502682   -5.26687419 -151.07922873],[-0.91511889  0.13700075 -0.37919416],[ 0.23698567 -0.57810496 -0.78078963],Y,7
0,32,0.7957982016335658,350.0,[  94.83990493    0.51447229 -140.08172031],[-0.8981824   0.43742529  0.0439033 ],[-0.11378281 -0.32776754  0.93788161],Y,7
0,8,0.6779659755457372,350.0,[ 1.06543031e+02  1.00305977e-01 -1.42118356e+02],[-0.9117998   0.39916863 -0.09636146],[ 0.27476846  0.41868691 -0.86556546],Y,7
1,72,0.41683776663578226,350.0,[  78.69117969   -7.3892039  -141.72350132],[-0.93529295 -0.34583842  0.07498582],[-0.20800215  0.70869767  0.67415333],Y,7
0,56,0.8319450799926504,350.0,[  71.70537444    3.34505761 -144.51554799],[-0.91664594  0.39196373  0.07826018],[-0.12351414 -0.46399075  0.87718689],Y,7
1,80,0.3802018419667459,350.0,[  78.44824656    1.09977997 -145.66281283],[-0.94762582  0.18014142 -0.26373163],[ 0.18772843 -0.35388426 -0.9162554 ],Y,7
1,56,0.6281783601016141,350.0,[  87.43044513   -7.9320377  -140.88132298],[-0.93369882 -0.35106158  0.07044342],[-0.30029385  0.87491225  0.37993704],Y,7
0,64,0.8507261857920173,350.0,[  69.31933608    3.22426086 -144.79126893],[-0.92151053  0.3815356   0.07244946],[-0.1391734  -0.49860686  0.85558282],Y,7
1,64,0.49917803956656753,350.0,[  79.33509466   -7.38503127 -141.68776808],[-0.93461615 -0.34878193  0.06959753],[-0.27639822  0.83544018  0.47501971],Y,7
0,88,0.7938968091594167,350.0,[  46.24635083   -6.63569714 -154.77055562],[-0.9494908   0.12263644 -0.28883822],[-0.14245989  0.65167765  0.7449976 ],Y,7
0,96,0.8253291363899339,350.0,[  35.56665429   -9.48479158 -155.06478912],[-0.94353741  0.11376783 -0.31111739],[ 0.13473801  0.98978078 -0.04668703],Y,7
0,104,0.7818439624369208,350.0,[  27.97813362   -9.23986867 -155.38993545],[-0.93908991  0.11710587 -0.32310425],[ 0.22996116  0.91278869 -0.3375421 ],Y,7
0,80,0.8275874215595764,350.0,[  53.41688933    1.6424089  -147.80408632],[-0.93144041  0.35054667 -0.09765134],[-0.25731183 -0.44471721  0.85791446],Y,7
